respondent_id,database_used,context
56806,Oracle,Mobile App
56807,SQLite,Web App
56808,SQLite,Dashboard
56809,MySQL,Web App
56810,MySQL,Analytics
56811,SQLite,Enterprise App
56812,Microsoft SQL Server,ETL Job
56813,Oracle,Mobile App
56814,MariaDB,ETL Job
56815,MySQL,ETL Job
56816,Microsoft SQL Server,ETL Job
56817,SQLite,ETL Job
56818,MySQL,Dashboard
56819,MySQL,ETL Job
56820,MySQL,Web App
56821,MariaDB,ETL Job
56822,MySQL,Analytics
56823,SQLite,ETL Job
56824,MySQL,Dashboard
56825,MySQL,Analytics
56826,Oracle,Analytics
56827,MySQL,Dashboard
56828,Microsoft SQL Server,Dashboard
56829,SQLite,Mobile App
56830,MySQL,Dashboard
56831,PostgreSQL,Dashboard
56832,PostgreSQL,Analytics
56833,IBM DB2,Web App
56834,SQLite,Dashboard
56835,MariaDB,Analytics
56836,MariaDB,Mobile App
56837,MySQL,Mobile App
56838,SQLite,ETL Job
56839,PostgreSQL,Web App
56840,PostgreSQL,Mobile App
56841,PostgreSQL,Mobile App
56842,PostgreSQL,Enterprise App
56843,MariaDB,Enterprise App
56844,Microsoft SQL Server,Analytics
56845,SQLite,Mobile App
56846,PostgreSQL,Analytics
56847,PostgreSQL,Enterprise App
56848,SQLite,ETL Job
56849,MySQL,Analytics
56850,Oracle,Analytics
56851,SQLite,Analytics
56852,MySQL,Analytics
56853,Microsoft SQL Server,Dashboard
56854,Microsoft SQL Server,ETL Job
56855,MySQL,Mobile App
56856,MariaDB,ETL Job
56857,Microsoft SQL Server,Dashboard
56858,MySQL,ETL Job
56859,MySQL,Enterprise App
56860,MySQL,Analytics
56861,PostgreSQL,Analytics
56862,MySQL,Mobile App
56863,Microsoft SQL Server,Dashboard
56864,SQLite,Dashboard
56865,SQLite,Web App
56866,Oracle,Mobile App
56867,PostgreSQL,Mobile App
56868,Microsoft SQL Server,Analytics
56869,SQLite,Dashboard
56870,MySQL,Mobile App
56871,Oracle,ETL Job
56872,MySQL,Web App
56873,MySQL,Web App
56874,PostgreSQL,Web App
56875,SQLite,Web App
56876,MariaDB,Analytics
56877,PostgreSQL,Analytics
56878,Oracle,Analytics
56879,Microsoft SQL Server,Web App
56880,SQLite,Mobile App
56881,IBM DB2,Enterprise App
56882,MariaDB,ETL Job
56883,MySQL,Dashboard
56884,MySQL,ETL Job
56885,MySQL,ETL Job
56886,Oracle,ETL Job
56887,Microsoft SQL Server,ETL Job
56888,MariaDB,Mobile App
56889,MariaDB,Dashboard
56890,Microsoft SQL Server,Web App
56891,MySQL,Mobile App
56892,Microsoft SQL Server,ETL Job
56893,PostgreSQL,Web App
56894,Microsoft SQL Server,Web App
56895,SQLite,ETL Job
56896,Microsoft SQL Server,Mobile App
56897,MySQL,ETL Job
56898,MySQL,Dashboard
56899,PostgreSQL,Web App
56900,PostgreSQL,Mobile App
56901,PostgreSQL,Mobile App
56902,MariaDB,Analytics
56903,MySQL,Web App
56904,MySQL,ETL Job
56905,SQLite,ETL Job
56906,MySQL,Mobile App
56907,Microsoft SQL Server,Enterprise App
56908,MySQL,Mobile App
56909,SQLite,Mobile App
56910,MySQL,Enterprise App
56911,Oracle,Web App
56912,Oracle,Web App
56913,Oracle,Dashboard
56914,SQLite,ETL Job
56915,SQLite,Enterprise App
56916,Microsoft SQL Server,Mobile App
56917,Microsoft SQL Server,Analytics
56918,PostgreSQL,Web App
56919,PostgreSQL,Mobile App
56920,MySQL,ETL Job
56921,MySQL,Dashboard
56922,MySQL,Dashboard
56923,Microsoft SQL Server,Dashboard
56924,SQLite,Enterprise App
56925,PostgreSQL,Web App
56926,MariaDB,Enterprise App
56927,MySQL,Web App
56928,MySQL,Dashboard
56929,Oracle,Enterprise App
56930,MySQL,ETL Job
56931,PostgreSQL,Analytics
56932,SQLite,Enterprise App
56933,SQLite,Dashboard
56934,PostgreSQL,Web App
56935,MariaDB,Mobile App
56936,MySQL,Mobile App
56937,SQLite,Enterprise App
56938,MariaDB,Dashboard
56939,MariaDB,Dashboard
56940,PostgreSQL,ETL Job
56941,Microsoft SQL Server,Enterprise App
56942,SQLite,Mobile App
56943,MySQL,ETL Job
56944,MySQL,Analytics
56945,PostgreSQL,Dashboard
56946,SQLite,Web App
56947,MySQL,Web App
56948,Microsoft SQL Server,ETL Job
56949,Microsoft SQL Server,Analytics
56950,MySQL,Dashboard
56951,SQLite,Enterprise App
56952,MySQL,Mobile App
56953,Microsoft SQL Server,Enterprise App
56954,Microsoft SQL Server,Enterprise App
56955,MySQL,Mobile App
56956,SQLite,Enterprise App
56957,PostgreSQL,Mobile App
56958,PostgreSQL,Web App
56959,PostgreSQL,Web App
56960,Microsoft SQL Server,Mobile App
56961,PostgreSQL,Dashboard
56962,MariaDB,Mobile App
56963,MySQL,Mobile App
56964,MySQL,Mobile App
56965,Oracle,Dashboard
56966,SQLite,Analytics
56967,MySQL,Dashboard
56968,MariaDB,Enterprise App
56969,SQLite,Enterprise App
56970,PostgreSQL,Mobile App
56971,SQLite,ETL Job
56972,PostgreSQL,Enterprise App
56973,SQLite,Enterprise App
56974,MySQL,ETL Job
56975,MySQL,ETL Job
56976,MySQL,Web App
56977,Microsoft SQL Server,Web App
56978,PostgreSQL,Enterprise App
56979,SQLite,Dashboard
56980,MariaDB,Enterprise App
56981,MySQL,Enterprise App
56982,MySQL,Web App
56983,PostgreSQL,Enterprise App
56984,PostgreSQL,Web App
56985,PostgreSQL,Dashboard
56986,PostgreSQL,Web App
56987,SQLite,Mobile App
56988,MySQL,Dashboard
56989,SQLite,ETL Job
56990,PostgreSQL,Web App
56991,IBM DB2,Enterprise App
56992,MariaDB,Web App
56993,PostgreSQL,Web App
56994,MySQL,Web App
56995,PostgreSQL,ETL Job
56996,Microsoft SQL Server,Mobile App
56997,PostgreSQL,ETL Job
56998,PostgreSQL,Analytics
56999,PostgreSQL,Web App
57000,Microsoft SQL Server,Enterprise App
57001,Microsoft SQL Server,ETL Job
57002,SQLite,Analytics
57003,MySQL,ETL Job
57004,Microsoft SQL Server,Analytics
57005,PostgreSQL,Web App
57006,Microsoft SQL Server,Enterprise App
57007,SQLite,Mobile App
57008,Microsoft SQL Server,ETL Job
57009,MySQL,Analytics
57010,MariaDB,Dashboard
57011,MySQL,Web App
57012,MariaDB,Mobile App
57013,IBM DB2,Web App
57014,MySQL,Web App
57015,Microsoft SQL Server,Dashboard
57016,Microsoft SQL Server,Mobile App
57017,Microsoft SQL Server,Web App
57018,MySQL,Mobile App
57019,IBM DB2,Mobile App
57020,SQLite,Web App
57021,MySQL,Mobile App
57022,SQLite,Web App
57023,MySQL,Mobile App
57024,Oracle,ETL Job
57025,SQLite,Web App
57026,PostgreSQL,Analytics
57027,Microsoft SQL Server,Mobile App
57028,MySQL,Mobile App
57029,PostgreSQL,Dashboard
57030,Microsoft SQL Server,Dashboard
57031,Microsoft SQL Server,Analytics
57032,Microsoft SQL Server,Web App
57033,MySQL,ETL Job
57034,PostgreSQL,ETL Job
57035,MariaDB,Enterprise App
57036,PostgreSQL,Dashboard
57037,MySQL,Mobile App
57038,MySQL,Dashboard
57039,Microsoft SQL Server,Analytics
57040,Microsoft SQL Server,Mobile App
57041,MySQL,Analytics
57042,MySQL,Dashboard
57043,MySQL,Enterprise App
57044,IBM DB2,Mobile App
57045,MySQL,Mobile App
57046,MariaDB,Web App
57047,Microsoft SQL Server,Dashboard
57048,PostgreSQL,Enterprise App
57049,MySQL,ETL Job
57050,PostgreSQL,Web App
57051,Oracle,Dashboard
57052,MariaDB,Analytics
57053,Microsoft SQL Server,Enterprise App
57054,PostgreSQL,Enterprise App
57055,PostgreSQL,Enterprise App
57056,MySQL,Dashboard
57057,PostgreSQL,Web App
57058,PostgreSQL,ETL Job
57059,Microsoft SQL Server,Analytics
57060,MySQL,Mobile App
57061,SQLite,Dashboard
57062,SQLite,Analytics
57063,IBM DB2,Dashboard
57064,PostgreSQL,ETL Job
57065,SQLite,Mobile App
57066,MariaDB,Dashboard
57067,SQLite,Analytics
57068,Microsoft SQL Server,Mobile App
57069,MariaDB,Web App
57070,MySQL,Web App
57071,SQLite,Mobile App
57072,SQLite,Mobile App
57073,MySQL,Analytics
57074,Microsoft SQL Server,Enterprise App
57075,PostgreSQL,Enterprise App
57076,Microsoft SQL Server,Analytics
57077,SQLite,Web App
57078,MySQL,Enterprise App
57079,MySQL,Dashboard
57080,Microsoft SQL Server,Enterprise App
57081,SQLite,Mobile App
57082,Microsoft SQL Server,Web App
57083,MySQL,Enterprise App
57084,SQLite,ETL Job
57085,PostgreSQL,ETL Job
57086,Microsoft SQL Server,Web App
57087,MySQL,Dashboard
57088,Oracle,Analytics
57089,PostgreSQL,Dashboard
57090,Microsoft SQL Server,Mobile App
57091,MariaDB,ETL Job
57092,MySQL,ETL Job
57093,SQLite,Web App
57094,MySQL,Analytics
57095,PostgreSQL,Analytics
57096,PostgreSQL,Dashboard
57097,IBM DB2,Enterprise App
57098,MySQL,Analytics
57099,MariaDB,Analytics
57100,MySQL,Web App
57101,Oracle,Mobile App
57102,PostgreSQL,Mobile App
57103,Microsoft SQL Server,Web App
57104,Microsoft SQL Server,Web App
57105,IBM DB2,Mobile App
57106,Oracle,Mobile App
57107,MariaDB,Web App
57108,MariaDB,Web App
57109,Microsoft SQL Server,Enterprise App
57110,Microsoft SQL Server,Web App
57111,Microsoft SQL Server,Dashboard
57112,PostgreSQL,ETL Job
57113,MySQL,Dashboard
57114,Microsoft SQL Server,ETL Job
57115,MySQL,Dashboard
57116,MySQL,Web App
57117,PostgreSQL,Enterprise App
57118,MySQL,Enterprise App
57119,Oracle,Web App
57120,PostgreSQL,Analytics
57121,MySQL,Mobile App
57122,PostgreSQL,Mobile App
57123,MySQL,Enterprise App
57124,MySQL,Web App
57125,MySQL,ETL Job
57126,Oracle,Web App
57127,MySQL,Analytics
57128,MySQL,Enterprise App
57129,MySQL,Enterprise App
57130,MySQL,Enterprise App
57131,SQLite,Mobile App
57132,PostgreSQL,Dashboard
57133,MySQL,Mobile App
57134,PostgreSQL,Enterprise App
57135,PostgreSQL,Analytics
57136,PostgreSQL,Web App
57137,PostgreSQL,ETL Job
57138,MariaDB,Mobile App
57139,SQLite,Analytics
57140,Oracle,Dashboard
57141,MariaDB,Enterprise App
57142,MariaDB,Web App
57143,SQLite,Enterprise App
57144,PostgreSQL,Dashboard
57145,MySQL,Analytics
57146,PostgreSQL,Mobile App
57147,Oracle,ETL Job
57148,PostgreSQL,Mobile App
57149,MariaDB,Dashboard
57150,Microsoft SQL Server,Mobile App
57151,PostgreSQL,ETL Job
57152,MySQL,Dashboard
57153,PostgreSQL,Analytics
57154,Microsoft SQL Server,Mobile App
57155,SQLite,ETL Job
57156,SQLite,Enterprise App
57157,PostgreSQL,Enterprise App
57158,SQLite,Dashboard
57159,SQLite,Enterprise App
57160,SQLite,Dashboard
57161,MySQL,Mobile App
57162,MySQL,Analytics
57163,PostgreSQL,ETL Job
57164,MySQL,Dashboard
57165,SQLite,Analytics
57166,MySQL,Enterprise App
57167,PostgreSQL,Mobile App
57168,PostgreSQL,Web App
57169,SQLite,Mobile App
57170,SQLite,ETL Job
57171,SQLite,Web App
57172,Microsoft SQL Server,Analytics
57173,MySQL,Dashboard
57174,SQLite,ETL Job
57175,Oracle,Dashboard
57176,SQLite,Analytics
57177,PostgreSQL,Mobile App
57178,MySQL,Dashboard
57179,MySQL,Dashboard
57180,Microsoft SQL Server,Web App
57181,Oracle,Enterprise App
57182,MySQL,ETL Job
57183,MySQL,Dashboard
57184,Microsoft SQL Server,Enterprise App
57185,MySQL,Enterprise App
57186,MySQL,ETL Job
57187,PostgreSQL,Analytics
57188,PostgreSQL,Analytics
57189,SQLite,ETL Job
57190,MySQL,ETL Job
57191,PostgreSQL,Dashboard
57192,Oracle,ETL Job
57193,MariaDB,Enterprise App
57194,Oracle,Mobile App
57195,MySQL,Mobile App
57196,SQLite,Web App
57197,MySQL,Enterprise App
57198,PostgreSQL,Dashboard
57199,MySQL,Analytics
57200,Microsoft SQL Server,Mobile App
57201,IBM DB2,Analytics
57202,PostgreSQL,ETL Job
57203,MySQL,Enterprise App
57204,Oracle,ETL Job
57205,MySQL,Mobile App
57206,Microsoft SQL Server,Dashboard
57207,PostgreSQL,Enterprise App
57208,Microsoft SQL Server,Mobile App
57209,Oracle,ETL Job
57210,SQLite,Mobile App
57211,Microsoft SQL Server,Mobile App
57212,PostgreSQL,Dashboard
57213,PostgreSQL,Enterprise App
57214,MySQL,Analytics
57215,SQLite,Enterprise App
57216,MariaDB,Web App
57217,SQLite,Web App
57218,MySQL,Mobile App
57219,SQLite,Analytics
57220,MariaDB,Mobile App
57221,PostgreSQL,ETL Job
57222,PostgreSQL,Enterprise App
57223,Microsoft SQL Server,ETL Job
57224,MySQL,Web App
57225,MySQL,Mobile App
57226,Microsoft SQL Server,Analytics
57227,MySQL,Web App
57228,MySQL,Mobile App
57229,MariaDB,Analytics
57230,Oracle,Analytics
57231,MySQL,Web App
57232,Oracle,Mobile App
57233,SQLite,Analytics
57234,SQLite,ETL Job
57235,PostgreSQL,Web App
57236,PostgreSQL,Mobile App
57237,SQLite,Mobile App
57238,SQLite,Enterprise App
57239,MySQL,Analytics
57240,SQLite,Mobile App
57241,MySQL,Analytics
57242,MariaDB,Analytics
57243,MariaDB,Enterprise App
57244,Microsoft SQL Server,Web App
57245,Oracle,Analytics
57246,MySQL,Web App
57247,PostgreSQL,Analytics
57248,Oracle,Web App
57249,Microsoft SQL Server,Mobile App
57250,MySQL,Analytics
57251,PostgreSQL,ETL Job
57252,SQLite,Mobile App
57253,MySQL,ETL Job
57254,MySQL,Analytics
57255,MariaDB,Web App
57256,MySQL,Analytics
57257,Oracle,Mobile App
57258,SQLite,Analytics
57259,MySQL,Dashboard
57260,PostgreSQL,Analytics
57261,PostgreSQL,Enterprise App
57262,Oracle,ETL Job
57263,SQLite,Enterprise App
57264,PostgreSQL,Mobile App
57265,Microsoft SQL Server,Dashboard
57266,SQLite,ETL Job
57267,PostgreSQL,Web App
57268,SQLite,Enterprise App
57269,SQLite,Dashboard
57270,MySQL,Dashboard
57271,PostgreSQL,Mobile App
57272,Oracle,Dashboard
57273,MariaDB,ETL Job
57274,MySQL,Enterprise App
57275,PostgreSQL,Web App
57276,MySQL,Analytics
57277,MySQL,Enterprise App
57278,MySQL,Mobile App
57279,SQLite,Dashboard
57280,SQLite,Mobile App
57281,PostgreSQL,Web App
57282,PostgreSQL,ETL Job
57283,MySQL,ETL Job
57284,SQLite,Web App
57285,Microsoft SQL Server,ETL Job
57286,Oracle,Web App
57287,MySQL,Enterprise App
57288,SQLite,Enterprise App
57289,MySQL,Mobile App
57290,MariaDB,Dashboard
57291,IBM DB2,Analytics
57292,PostgreSQL,Dashboard
57293,SQLite,Mobile App
57294,Oracle,Analytics
57295,Oracle,Dashboard
57296,PostgreSQL,Analytics
57297,PostgreSQL,ETL Job
57298,MariaDB,Mobile App
57299,MariaDB,ETL Job
57300,MySQL,Mobile App
57301,MySQL,Enterprise App
57302,Oracle,Mobile App
57303,SQLite,Analytics
57304,MySQL,ETL Job
57305,PostgreSQL,Dashboard
57306,PostgreSQL,Web App
57307,Oracle,ETL Job
57308,Microsoft SQL Server,Mobile App
57309,MariaDB,ETL Job
57310,MariaDB,Web App
57311,Microsoft SQL Server,Enterprise App
57312,Microsoft SQL Server,Mobile App
57313,PostgreSQL,Dashboard
57314,MySQL,Web App
57315,MySQL,Dashboard
57316,SQLite,Analytics
57317,MariaDB,Analytics
57318,MySQL,Dashboard
57319,PostgreSQL,Mobile App
57320,Microsoft SQL Server,Enterprise App
57321,Oracle,ETL Job
57322,Microsoft SQL Server,Dashboard
57323,MySQL,Analytics
57324,Microsoft SQL Server,Enterprise App
57325,PostgreSQL,Analytics
57326,PostgreSQL,Web App
57327,Oracle,Mobile App
57328,Microsoft SQL Server,Mobile App
57329,PostgreSQL,Mobile App
57330,Microsoft SQL Server,Dashboard
57331,MySQL,ETL Job
57332,Microsoft SQL Server,Mobile App
57333,MariaDB,Analytics
57334,SQLite,Enterprise App
57335,PostgreSQL,Web App
57336,Microsoft SQL Server,Mobile App
57337,Oracle,Enterprise App
57338,PostgreSQL,Mobile App
57339,Microsoft SQL Server,Enterprise App
57340,MySQL,ETL Job
57341,SQLite,Web App
57342,MariaDB,Dashboard
57343,Microsoft SQL Server,Dashboard
57344,MySQL,Enterprise App
57345,PostgreSQL,Mobile App
57346,Microsoft SQL Server,Enterprise App
57347,SQLite,Analytics
57348,Microsoft SQL Server,Analytics
57349,PostgreSQL,Web App
57350,PostgreSQL,Web App
57351,MySQL,Dashboard
57352,MariaDB,Enterprise App
57353,SQLite,Mobile App
57354,PostgreSQL,ETL Job
57355,Microsoft SQL Server,Enterprise App
57356,MySQL,Dashboard
57357,Microsoft SQL Server,Enterprise App
57358,MariaDB,Mobile App
57359,SQLite,Mobile App
57360,PostgreSQL,Enterprise App
57361,Oracle,Mobile App
57362,MySQL,ETL Job
57363,MySQL,ETL Job
57364,SQLite,Analytics
57365,MariaDB,Enterprise App
57366,Microsoft SQL Server,Web App
57367,Microsoft SQL Server,Analytics
57368,PostgreSQL,ETL Job
57369,Microsoft SQL Server,Dashboard
57370,SQLite,Dashboard
57371,MySQL,Enterprise App
57372,MySQL,Enterprise App
57373,SQLite,Analytics
57374,MariaDB,Enterprise App
57375,SQLite,Mobile App
57376,MySQL,Dashboard
57377,Oracle,Enterprise App
57378,MariaDB,Dashboard
57379,Oracle,Dashboard
57380,Microsoft SQL Server,Enterprise App
57381,MySQL,Web App
57382,PostgreSQL,Mobile App
57383,SQLite,Analytics
57384,MySQL,ETL Job
57385,PostgreSQL,ETL Job
57386,MySQL,Mobile App
57387,SQLite,Analytics
57388,Microsoft SQL Server,ETL Job
57389,Microsoft SQL Server,Dashboard
57390,Oracle,Web App
57391,Microsoft SQL Server,Dashboard
57392,PostgreSQL,Dashboard
57393,Microsoft SQL Server,Analytics
57394,Microsoft SQL Server,Mobile App
57395,PostgreSQL,Web App
57396,SQLite,Mobile App
57397,Microsoft SQL Server,Mobile App
57398,MySQL,Enterprise App
57399,MySQL,ETL Job
57400,MySQL,Enterprise App
57401,PostgreSQL,Web App
57402,MySQL,Enterprise App
57403,PostgreSQL,Enterprise App
57404,Oracle,Enterprise App
57405,SQLite,Analytics
57406,PostgreSQL,Analytics
57407,MySQL,Dashboard
57408,Oracle,Dashboard
57409,MariaDB,Web App
57410,IBM DB2,ETL Job
57411,SQLite,Mobile App
57412,PostgreSQL,Mobile App
57413,PostgreSQL,Web App
57414,MySQL,Analytics
57415,SQLite,Dashboard
57416,PostgreSQL,Enterprise App
57417,MariaDB,ETL Job
57418,MySQL,ETL Job
57419,SQLite,Analytics
57420,MySQL,Web App
57421,SQLite,ETL Job
57422,MySQL,ETL Job
57423,SQLite,Web App
57424,Microsoft SQL Server,Enterprise App
57425,MySQL,Enterprise App
57426,Microsoft SQL Server,Mobile App
57427,PostgreSQL,Dashboard
57428,MariaDB,Mobile App
57429,PostgreSQL,Enterprise App
57430,Oracle,Mobile App
57431,MySQL,Enterprise App
57432,Microsoft SQL Server,ETL Job
57433,Microsoft SQL Server,Mobile App
57434,SQLite,Enterprise App
57435,SQLite,Dashboard
57436,MySQL,Analytics
57437,SQLite,ETL Job
57438,PostgreSQL,Mobile App
57439,Oracle,Web App
57440,Microsoft SQL Server,Web App
57441,PostgreSQL,Dashboard
57442,Oracle,Analytics
57443,PostgreSQL,ETL Job
57444,Microsoft SQL Server,Web App
57445,SQLite,Dashboard
57446,SQLite,Analytics
57447,SQLite,Dashboard
57448,MySQL,Mobile App
57449,PostgreSQL,Analytics
57450,SQLite,Web App
57451,Microsoft SQL Server,Web App
57452,PostgreSQL,ETL Job
57453,Microsoft SQL Server,Enterprise App
57454,MySQL,ETL Job
57455,MySQL,Dashboard
57456,PostgreSQL,Analytics
57457,MySQL,Mobile App
57458,MySQL,Web App
57459,Microsoft SQL Server,Analytics
57460,MySQL,Dashboard
57461,PostgreSQL,Analytics
57462,Microsoft SQL Server,ETL Job
57463,Microsoft SQL Server,Analytics
57464,PostgreSQL,Analytics
57465,SQLite,Mobile App
57466,SQLite,ETL Job
57467,PostgreSQL,ETL Job
57468,SQLite,Enterprise App
57469,MySQL,Enterprise App
57470,SQLite,ETL Job
57471,SQLite,ETL Job
57472,Microsoft SQL Server,Mobile App
57473,MySQL,Mobile App
57474,PostgreSQL,Enterprise App
57475,SQLite,Web App
57476,MariaDB,Dashboard
57477,SQLite,Web App
57478,Microsoft SQL Server,Dashboard
57479,MariaDB,Web App
57480,MySQL,Web App
57481,Oracle,Web App
57482,PostgreSQL,Dashboard
57483,Microsoft SQL Server,Web App
57484,Microsoft SQL Server,Dashboard
57485,MySQL,Analytics
57486,MySQL,Analytics
57487,PostgreSQL,Mobile App
57488,Oracle,ETL Job
57489,MySQL,Analytics
57490,MySQL,Analytics
57491,SQLite,Mobile App
57492,PostgreSQL,Dashboard
57493,Microsoft SQL Server,Web App
57494,SQLite,Web App
57495,Oracle,Analytics
57496,MariaDB,ETL Job
57497,PostgreSQL,Dashboard
57498,PostgreSQL,Web App
57499,PostgreSQL,ETL Job
57500,MySQL,Web App
57501,PostgreSQL,Dashboard
57502,PostgreSQL,Web App
57503,Microsoft SQL Server,Web App
57504,PostgreSQL,Enterprise App
57505,SQLite,Enterprise App
57506,SQLite,ETL Job
57507,MySQL,Web App
57508,MySQL,ETL Job
57509,PostgreSQL,Dashboard
57510,Microsoft SQL Server,ETL Job
57511,MySQL,Analytics
57512,SQLite,Enterprise App
57513,Microsoft SQL Server,Enterprise App
57514,Microsoft SQL Server,ETL Job
57515,PostgreSQL,Enterprise App
57516,PostgreSQL,Analytics
57517,PostgreSQL,Dashboard
57518,PostgreSQL,ETL Job
57519,Microsoft SQL Server,Mobile App
57520,Microsoft SQL Server,Enterprise App
57521,IBM DB2,Mobile App
57522,Microsoft SQL Server,Mobile App
57523,Oracle,Enterprise App
57524,PostgreSQL,Mobile App
57525,PostgreSQL,Analytics
57526,MariaDB,Mobile App
57527,Microsoft SQL Server,Analytics
57528,MariaDB,Web App
57529,SQLite,Mobile App
57530,Microsoft SQL Server,Web App
57531,MySQL,Dashboard
57532,MariaDB,Enterprise App
57533,Microsoft SQL Server,Web App
57534,MariaDB,ETL Job
57535,MySQL,ETL Job
57536,Microsoft SQL Server,Mobile App
57537,IBM DB2,Analytics
57538,MySQL,ETL Job
57539,PostgreSQL,ETL Job
57540,Oracle,Analytics
57541,PostgreSQL,Enterprise App
57542,MySQL,Mobile App
57543,MySQL,Enterprise App
57544,MySQL,Dashboard
57545,MariaDB,Dashboard
57546,MySQL,Dashboard
57547,PostgreSQL,Analytics
57548,MySQL,Mobile App
57549,SQLite,Dashboard
57550,MariaDB,Analytics
57551,PostgreSQL,Dashboard
57552,PostgreSQL,Web App
57553,MySQL,ETL Job
57554,SQLite,ETL Job
57555,MySQL,Enterprise App
57556,MariaDB,Analytics
57557,SQLite,Web App
57558,MySQL,ETL Job
57559,MySQL,Mobile App
57560,MariaDB,Dashboard
57561,Microsoft SQL Server,Dashboard
57562,MariaDB,ETL Job
57563,MySQL,Enterprise App
57564,PostgreSQL,Dashboard
57565,SQLite,Enterprise App
57566,SQLite,Mobile App
57567,PostgreSQL,Dashboard
57568,Microsoft SQL Server,Dashboard
57569,Microsoft SQL Server,Mobile App
57570,MySQL,Analytics
57571,PostgreSQL,Dashboard
57572,IBM DB2,Analytics
57573,Oracle,ETL Job
57574,PostgreSQL,Dashboard
57575,Microsoft SQL Server,Web App
57576,MySQL,ETL Job
57577,MariaDB,Enterprise App
57578,MariaDB,ETL Job
57579,SQLite,Mobile App
57580,PostgreSQL,Enterprise App
57581,MySQL,Dashboard
57582,MySQL,Dashboard
57583,MySQL,ETL Job
57584,PostgreSQL,Enterprise App
57585,PostgreSQL,Dashboard
57586,SQLite,Dashboard
57587,MySQL,Analytics
57588,PostgreSQL,ETL Job
57589,MySQL,Analytics
57590,SQLite,Enterprise App
57591,Microsoft SQL Server,Dashboard
57592,Microsoft SQL Server,Mobile App
57593,Oracle,Dashboard
57594,MySQL,Mobile App
57595,IBM DB2,Mobile App
57596,MySQL,ETL Job
57597,PostgreSQL,Analytics
57598,Microsoft SQL Server,Dashboard
57599,Oracle,ETL Job
57600,MySQL,Dashboard
57601,Oracle,Enterprise App
57602,SQLite,Enterprise App
57603,Oracle,Dashboard
57604,SQLite,Mobile App
57605,Microsoft SQL Server,ETL Job
57606,SQLite,ETL Job
57607,SQLite,Enterprise App
57608,MySQL,Mobile App
57609,Oracle,Enterprise App
57610,SQLite,Dashboard
57611,PostgreSQL,Analytics
57612,PostgreSQL,ETL Job
57613,Oracle,Mobile App
57614,MySQL,ETL Job
57615,PostgreSQL,Analytics
57616,MySQL,Analytics
57617,MySQL,Enterprise App
57618,MySQL,Analytics
57619,MySQL,Web App
57620,PostgreSQL,ETL Job
57621,Microsoft SQL Server,Enterprise App
57622,Microsoft SQL Server,ETL Job
57623,PostgreSQL,ETL Job
57624,MariaDB,Dashboard
57625,MySQL,ETL Job
57626,Oracle,Mobile App
57627,Oracle,Web App
57628,SQLite,Dashboard
57629,MySQL,Web App
57630,MySQL,Enterprise App
57631,Microsoft SQL Server,Analytics
57632,MySQL,Enterprise App
57633,SQLite,ETL Job
57634,PostgreSQL,Web App
57635,Microsoft SQL Server,Mobile App
57636,Microsoft SQL Server,Dashboard
57637,MySQL,Enterprise App
57638,MySQL,Mobile App
57639,SQLite,Web App
57640,PostgreSQL,Dashboard
57641,MariaDB,ETL Job
57642,PostgreSQL,Enterprise App
57643,MySQL,ETL Job
57644,MariaDB,Mobile App
57645,MySQL,Dashboard
57646,PostgreSQL,Enterprise App
57647,Microsoft SQL Server,ETL Job
57648,MySQL,Dashboard
57649,SQLite,Dashboard
57650,Microsoft SQL Server,Web App
57651,SQLite,Enterprise App
57652,PostgreSQL,Analytics
57653,SQLite,Mobile App
57654,SQLite,Enterprise App
57655,PostgreSQL,Enterprise App
57656,PostgreSQL,Web App
57657,PostgreSQL,Web App
57658,Microsoft SQL Server,Enterprise App
57659,MySQL,Dashboard
57660,MySQL,ETL Job
57661,SQLite,Enterprise App
57662,SQLite,ETL Job
57663,MySQL,Web App
57664,Microsoft SQL Server,Enterprise App
57665,PostgreSQL,Mobile App
57666,MySQL,Analytics
57667,PostgreSQL,Web App
57668,PostgreSQL,Dashboard
57669,PostgreSQL,Analytics
57670,MySQL,Dashboard
57671,MySQL,Mobile App
57672,MySQL,Analytics
57673,MariaDB,Enterprise App
57674,MariaDB,Enterprise App
57675,MySQL,Enterprise App
57676,PostgreSQL,Web App
57677,Microsoft SQL Server,Analytics
57678,Microsoft SQL Server,Dashboard
57679,Microsoft SQL Server,Analytics
57680,Oracle,Enterprise App
57681,Microsoft SQL Server,Mobile App
57682,MariaDB,Enterprise App
57683,PostgreSQL,Enterprise App
57684,MariaDB,ETL Job
57685,MySQL,Mobile App
57686,PostgreSQL,Dashboard
57687,PostgreSQL,Analytics
57688,Microsoft SQL Server,Web App
57689,SQLite,Analytics
57690,MySQL,ETL Job
57691,Microsoft SQL Server,ETL Job
57692,MySQL,ETL Job
57693,MySQL,Mobile App
57694,Microsoft SQL Server,ETL Job
57695,PostgreSQL,ETL Job
57696,MariaDB,Enterprise App
57697,PostgreSQL,ETL Job
57698,MariaDB,Web App
57699,PostgreSQL,Analytics
57700,Microsoft SQL Server,Web App
57701,PostgreSQL,ETL Job
57702,MySQL,Web App
57703,PostgreSQL,Analytics
57704,SQLite,ETL Job
57705,Microsoft SQL Server,ETL Job
57706,MySQL,ETL Job
57707,MySQL,Web App
57708,MariaDB,Mobile App
